timestamp,transmission,reflection,volt_piezo,total_intensity,frequencies
-0.0197615,0.00230135,0.0055984,0.5927870138809076,0.422793,-252.48322059011934
-0.0197565,0.000381425,0.00239853,0.5928392280727071,0.422793,-252.41305406178958
-0.0197515,0.00198136,-0.0200006,0.5928914422645064,0.422793,-252.34288753346004
-0.0197465,-0.000578538,-0.00400123,0.5929436564563058,0.416394,-252.2727210051304
-0.0197415,0.0010214,-0.00720111,0.5929958706481052,0.422793,-252.20255447680063
-0.0197365,0.000701413,-0.00720111,0.5930480848399046,0.422793,-252.1323879484711
-0.0197315,-0.00025855,-0.010401,0.5931002990317039,0.409994,-252.06222142014144
-0.0197265,0.00134139,0.00239853,0.5931525132235033,0.422793,-251.9920548918119
-0.0197215,0.0010214,0.015198,0.5932047274153027,0.416394,-251.92188836348214
-0.0197165,0.000701413,0.0055984,0.5932569416071021,0.416394,-251.8517218351525
-0.0197115,0.000701413,-0.010401,0.5933091557989014,0.416394,-251.78155530682284
-0.0197065,0.00166138,-0.00400123,0.5933613699907008,0.422793,-251.7113887784933
-0.0197015,0.000381425,0.0055984,0.5934135841825002,0.429193,-251.64122225016354
-0.0196965,0.000701413,-0.0168007,0.5934657983742996,0.422793,-251.5710557218339
-0.0196915,0.00166138,-0.0136009,0.5935180125660989,0.429193,-251.50088919350435
-0.0196865,0.000701413,0.0183979,0.5935702267578984,0.409994,-251.43072266517459
-0.0196815,0.0010214,-0.0136009,0.5936224409496977,0.416394,-251.36055613684493
-0.0196765,0.00134139,-0.000801352,0.5936746551414971,0.422793,-251.2903896085154
-0.0196715,0.000701413,-0.0136009,0.5937268693332964,0.416394,-251.22022308018575
-0.0196665,0.000381425,-0.000801352,0.5937790835250958,0.429193,-251.1500565518561
-0.0196615,0.00134139,-0.010401,0.5938312977168952,0.416394,-251.07989002352633
-0.0196565,0.00134139,0.0055984,0.5938835119086946,0.409994,-251.0097234951968
-0.0196515,0.000701413,-0.0200006,0.593935726100494,0.429193,-250.93955696686703
-0.0196465,0.00198136,0.00239853,0.5939879402922934,0.409994,-250.86939043853738
-0.0196415,0.0010214,-0.000801352,0.5940401544840928,0.409994,-250.79922391020784
-0.0196365,-0.0015385,-0.010401,0.5940923686758921,0.422793,-250.7290573818782
-0.0196315,6.14376e-05,-0.00720111,0.5941445828676915,0.416394,-250.65889085354866
-0.0196265,0.00166138,-0.0136009,0.5941967970594908,0.422793,-250.588724325219
-0.0196215,0.000381425,-0.000801352,0.5942490112512903,0.416394,-250.51855779688924
-0.0196165,0.00166138,-0.00400123,0.5943012254430897,0.416394,-250.44839126855948
-0.0196115,0.000381425,0.00239853,0.5943534396348891,0.409994,-250.37822474022994
-0.0196065,0.000381425,-0.0296002,0.5944056538266884,0.422793,-250.3080582119003
-0.0196015,0.0010214,-0.00720111,0.5944578680184878,0.409994,-250.23789168357064
-0.0195965,0.00166138,0.00239853,0.5945100822102871,0.416394,-250.1677251552411
-0.0195915,0.0010214,-0.00720111,0.5945622964020865,0.429193,-250.09755862691145
-0.0195865,0.00134139,-0.010401,0.5946145105938859,0.435593,-250.02739209858169
-0.0195815,6.14376e-05,-0.000801352,0.5946667247856853,0.416394,-249.95722557025215
-0.0195765,0.000381425,-0.000801352,0.5947189389774847,0.422793,-249.88705904192238
-0.0195715,0.00166138,-0.0200006,0.5947711531692841,0.409994,-249.81689251359273
-0.0195665,0.000381425,0.00879828,0.5948233673610834,0.422793,-249.7467259852632
-0.0195615,0.00134139,0.0055984,0.5948755815528828,0.416394,-249.67655945693355
-0.0195565,0.00166138,-0.0168007,0.5949277957446821,0.416394,-249.6063929286039
-0.0195515,0.000701413,0.0055984,0.5949800099364816,0.409994,-249.53622640027413
-0.0195465,0.0010214,0.00879828,0.5950322241282809,0.422793,-249.4660598719446
-0.0195415,0.0010214,0.015198,0.5950844383200803,0.416394,-249.39589334361494
