timestamp,transmission,reflection,volt_piezo,total_intensity,frequencies
-0.008279459,-0.000178661,-0.0202017,0.940025625768576,0.353978,-22.230839319596498
-0.008274459,0.00174127,-0.00420233,0.9400768396817344,0.341178,-22.165430660910715
-0.008269459,0.00110129,-0.0106021,0.940128053594893,0.360378,-22.100022002224705
-0.008264459,0.000781302,0.00859717,0.9401792675080516,0.353978,-22.034613343538922
-0.008259459,0.00174127,-0.0202017,0.94023048142121,0.341178,-21.96920468485314
-0.008254459,0.000781302,0.0053973,0.9402816953343688,0.366777,-21.9037960261669
-0.008249459,0.00174127,0.0181968,0.9403329092475272,0.353978,-21.83838736748112
-0.008244459,0.000781302,-0.00740221,0.9403841231606858,0.334779,-21.772978708795335
-0.008239459,0.00110129,0.0181968,0.9404353370738444,0.347578,-21.707570050109098
-0.008234459,0.000141327,-0.00100246,0.940486550987003,0.353978,-21.642161391423315
-0.008229459,0.00110129,-0.00100246,0.9405377649001616,0.347578,-21.576752732737305
-0.008224459,-0.000178661,-0.0170018,0.94058897881332,0.360378,-21.51134407405152
-0.008219459,0.00110129,0.0053973,0.9406401927264786,0.366777,-21.44593541536551
-0.008214459,0.00110129,-0.00740221,0.9406914066396372,0.347578,-21.3805267566795
-0.008209459,0.000141327,-0.00420233,0.9407426205527956,0.360378,-21.315118097993945
-0.008204459,0.00110129,-0.00740221,0.9407938344659542,0.347578,-21.249709439307935
-0.008199459,0.000781302,-0.013802,0.9408450483791128,0.347578,-21.184300780621925
-0.008194459,0.00142128,-0.00420233,0.9408962622922712,0.366777,-21.118892121936142
-0.008189459,0.00110129,-0.0266015,0.9409474762054298,0.353978,-21.05348346325013
-0.008184459,0.00206125,0.00219742,0.9409986901185884,0.341178,-20.98807480456412
-0.008179459,0.00238124,-0.00740221,0.9410499040317468,0.360378,-20.92266614587834
-0.008174459,0.00142128,-0.00420233,0.9411011179449056,0.353978,-20.857257487192328
-0.008169459,-0.000178661,-0.0170018,0.941152331858064,0.347578,-20.791848828506545
-0.008164459,0.00206125,0.00219742,0.9412035457712226,0.353978,-20.726440169820535
-0.008159459,0.000461315,-0.013802,0.9412547596843812,0.360378,-20.661031511134524
-0.008154459,0.00110129,0.00219742,0.9413059735975398,0.341178,-20.595622852448514
-0.008149459,0.00110129,-0.0106021,0.9413571875106984,0.353978,-20.530214193762504
-0.008144459,0.00110129,-0.013802,0.9414084014238568,0.353978,-20.46480553507672
-0.008139459,0.000781302,-0.0202017,0.9414596153370154,0.341178,-20.399396876390938
-0.008134459,0.00142128,-0.00420233,0.941510829250174,0.366777,-20.333988217704928
-0.008129459,0.00110129,-0.0170018,0.9415620431633324,0.360378,-20.268579559019145
-0.008124459,0.000781302,-0.00100246,0.941613257076491,0.341178,-20.203170900333134
-0.008119459,0.00270123,-0.00740221,0.9416644709896496,0.347578,-20.13776224164735
-0.008114459,0.000141327,-0.00740221,0.941715684902808,0.353978,-20.07235358296157
-0.008109459,0.00142128,-0.00100246,0.9417668988159666,0.341178,-20.00694492427533
-0.008104459,0.00110129,-0.00420233,0.9418181127291252,0.360378,-19.941536265589548
-0.008099459,0.000781302,-0.00740221,0.9418693266422836,0.353978,-19.876127606903765
-0.008094459,0.00142128,0.0053973,0.9419205405554424,0.347578,-19.810718948217527
-0.008089459,-0.000818636,-0.0106021,0.9419717544686008,0.360378,-19.745310289531744
-0.008084459,0.00110129,-0.00740221,0.9420229683817594,0.360378,-19.67990163084596
-0.008079459,0.00142128,-0.00740221,0.942074182294918,0.347578,-19.61449297215995
-0.008074459,0.00142128,-0.00740221,0.9421253962080764,0.353978,-19.549084313474168
-0.008069459,0.000781302,-0.0202017,0.942176610121235,0.360378,-19.483675654788158
-0.008064459,0.00110129,-0.00420233,0.9422278240343936,0.353978,-19.418266996102147
-0.008059459,0.00206125,-0.0106021,0.942279037947552,0.360378,-19.352858337416592
-0.008054459,0.000781302,-0.0106021,0.9423302518607106,0.353978,-19.287449678730354
-0.008049459,0.00142128,-0.0106021,0.9423814657738692,0.347578,-19.22204102004457
-0.008044459,-0.000498648,-0.0266015,0.9424326796870278,0.360378,-19.15663236135856
-0.008039459,0.00110129,-0.0106021,0.9424838936001864,0.334779,-19.09122370267255
-0.008034459,0.00174127,-0.013802,0.9425351075133448,0.341178,-19.025815043986768
-0.008029459,-0.000818636,-0.0106021,0.9425863214265034,0.360378,-18.960406385300757
-0.008024459,0.00110129,-0.0106021,0.942637535339662,0.341178,-18.894997726614974
-0.008019459,0.000141327,-0.00740221,0.9426887492528204,0.347578,-18.82958906792919
-0.008014459,0.00238124,-0.00740221,0.9427399631659792,0.353978,-18.764180409242954
-0.008009459,-0.000178661,-0.013802,0.9427911770791376,0.360378,-18.69877175055717
-0.008004459,0.00174127,-0.00740221,0.9428423909922962,0.341178,-18.63336309187116
-0.007999459,0.000461315,-0.0106021,0.9428936049054548,0.366777,-18.56795443318515
-0.007994459,0.00110129,-0.00740221,0.9429448188186133,0.353978,-18.502545774499367
-0.007989459,0.00110129,-0.00740221,0.9429960327317718,0.334779,-18.437137115813584
-0.007984459,0.000781302,-0.00740221,0.9430472466449304,0.366777,-18.371728457127347
-0.007979459,0.00110129,-0.00740221,0.9430984605580888,0.360378,-18.30631979844179
-0.007974459,0.00110129,-0.00740221,0.9431496744712476,0.353978,-18.240911139755553
-0.007969459,0.00206125,0.0053973,0.943200888384406,0.360378,-18.17550248106977
-0.007964459,0.000461315,-0.00740221,0.9432521022975646,0.353978,-18.11009382238376
