title,D,d_D,mod_f,mod_ampl
calibrated_error00011_filtered,-0.05786587155244367,0.002784280027561934,40,360
calibrated_error00012_filtered,-0.06758577732240517,0.0025487057819655115,40,300
calibrated_error00013_filtered,-0.2617035249972329,0.018014560698885202,40,250
calibrated_error00014_filtered,-0.05823749736562643,0.0022463224301631714,40,200
calibrated_error00015_filtered,-0.12630130844778975,0.008770682954541911,40,140
calibrated_error00017_filtered,-0.09255526591882654,0.004511624212208306,40,400
calibrated_error00018_filtered,-0.06364390263702974,0.0034821297544121435,40,450
