file_name,peak,A,x0,gamma,offset,A_uncertainty,x0_uncertainty,gamma_uncertainty,offset_uncertainty
error00001,1,0.014259152087572207,1.506829686426604,0.0019070546162253898,2755.7244487238845,0.0003284496656059804,4.408842073957581e-05,6.664897997752299e-05,622.8406020549538
error00001,2,0.03267982049848245,1.535654618635562,0.0016469855423343087,30057.51839535115,0.00035465938814050407,1.7883518456218456e-05,2.688199128110639e-05,6176.045104969654
error00001,3,0.007538435763812172,1.5642326257732115,0.0020292378056896033,-32813.241611976875,0.00031786114861407044,8.607241735636824e-05,0.000127946930343319,5798.938868578556
error00002,1,0.011738926123359509,1.36460712143366,0.0019188605904744542,-499.5314785681287,0.00033015098339205114,5.3825186870542634e-05,8.530086984939562e-05,1482.9381537193003
error00002,2,0.04155630545461506,1.3871362168572818,0.002018246535019739,2665.4169841583366,0.00032185108950886034,1.5582626148992807e-05,2.4850373425114284e-05,26624419687.975086
error00002,3,0.006494057916216769,1.4103298569988758,0.002050825172799721,-2165.884939715102,0.0003191522699958531,0.00010050202973853247,0.00016160968024823706,26624419651.016956
error00003,1,0.012545814133551164,1.2054675828652874,0.002209819194157539,2625.318412925139,0.0003563113591294616,6.246321538877001e-05,0.0001222035900183573,40911810390.73786
error00003,2,0.03886064134278747,1.222180729296219,0.0021820775081696805,-862.6762878868449,0.0003601208837936059,2.0728549570331516e-05,3.4887656920394885e-05,4829.463127964769
error00003,3,0.007965150984116098,1.2390156403391064,0.0019385492694269752,-1762.6416619868278,0.0003807977437911523,9.162407528780995e-05,0.00015526483415209165,40911810444.52456
error00004,1,0.010226332434365465,1.1103303825082549,0.0022608791427931336,-3607.645228317293,0.00044495246285702975,9.66915873291277e-05,0.00016703434338048408,60736.921945999646
error00004,2,0.03881430050475539,1.1223767176420294,0.002318839707046659,-73.41416077617909,0.00044208532497411434,2.586637635505385e-05,4.3042610590291346e-05,486.7305252481531
error00004,3,0.00824079024175597,1.1346351279630544,0.002166071313141633,3681.060087355356,0.00045068963794741223,0.00011727081584210636,0.00020658714687925577,60635.24734825864
error00006,1,0.056314685932299026,0.7872761760560634,0.0036210874805277763,0.0008723090349874832,0.0005872928411990263,3.764733852749327e-05,6.353800771769953e-05,0.00016603009802653422
error00007,1,0.07010821266684866,0.5116725127800769,0.003962076619071037,-0.0011282670149469496,0.0004703246380809276,2.6130269718066836e-05,4.7735667061990554e-05,0.00019083897299314559
error00011,1,0.002249657940878305,1.10307561831958,0.0025734647929356296,-1751.2900253934808,0.0003479023811094959,0.0003971474712579508,0.0006347931713022074,52227621465.62714
error00011,2,0.04566201424857798,1.1293793789432989,0.002206794734727793,741.6439556328769,0.00037582413967315203,1.8214569366139497e-05,3.1398814116817756e-05,137365711462.35088
error00011,3,0.002964676033338309,1.1554548360194263,0.0024827416856845535,1009.6471849473983,0.00035504097301968575,0.0002960141412803249,0.0004645544901334236,150450943249.89212
error00012,1,0.007673566951482117,0.9933408723865313,0.002843092113321628,16596.902056496885,0.00031720336788502995,0.00011700301391249947,0.00018902951626766304,212598956233.788
error00012,2,0.053349018271541294,1.0214363071176318,0.002721804338895062,-10259.984157721303,0.0003240846322817006,2.0238237461827696e-05,2.7970130298766722e-05,115890734515.68115
error00012,3,0.010890416834706674,1.0493480604177963,-0.0026917591218941295,-6336.917994563968,0.000325915270933601,8.021527923764728e-05,0.00012971282314586368,97766704104.3984
error00013,1,0.0049220944218159,0.9574352605572688,-0.002006747858339098,-13910.228720614907,0.0003627004944002525,0.00014837688552468565,0.000225730237345817,15552461880.569754
error00013,2,0.041003247321185286,0.9887450815495039,0.00224726501194033,20337.356415353403,0.00034430573422976785,1.8857719507427714e-05,3.624396820697251e-05,15308726829.992744
error00013,3,0.007071566134708204,1.0200739038169968,0.002293432344976691,-6427.126564941623,0.00034060423570021195,0.00011040766314690992,0.00017181159449768154,2369296195.6928644
error00014,1,0.004244201561656533,0.9337063908674187,0.002556475426053225,1283.2688663880947,0.00043352551587411657,0.0002611029025101838,0.00040010019161327117,46441670697.146065
error00014,2,0.06234023730611908,0.963337478761229,0.002742833438048669,829.3413854933999,0.0004193878166837559,1.8415198704829374e-05,2.8889631203403707e-05,2933.254087654489
error00014,3,0.00605652519199985,0.9921852385698641,0.002473798812560915,-2112.609953663095,0.0004410304163941138,0.00017996574883953175,0.00027589101637251966,46441670508.37343
error00015,1,0.002418831936956245,0.9327571830703751,0.0022706237882489906,601.8365886146108,0.00044549137667183295,0.0004196411390101244,0.0006376553256227542,1149.1380771362003
error00015,2,0.05713899955694421,0.9640275607300881,0.0023789457683682297,-6503.179137247643,0.00043735658618312956,1.8187501951181944e-05,2.763645539100008e-05,16531.550150714447
error00015,3,0.0031392421111106996,0.9951077749446526,0.0027078444813790586,5901.343311079465,0.0004097627294261691,0.0003531385955599632,0.0005424591008673068,16154.624190524326
error00016,1,0.03975161167824584,0.948490226652112,0.00244480035862596,0.0016592173539746358,0.000321080456182766,1.974109507545456e-05,3.024596789010507e-05,5.206862021371512e-05
error00017,1,0.010829817212522122,0.9087051121650076,0.002186467585368891,248.43983224918236,0.0002862405510450872,5.76583837627537e-05,9.213938619924406e-05,649.1093435910868
error00017,2,0.02869831603766983,0.9384185338976024,0.0020563492144077193,3400.8498566358116,0.00029500011414416126,2.1193645769665977e-05,3.368566159174857e-05,23492828197.39163
error00017,3,0.01942508387106937,0.9679985260587838,0.002164122744542325,-3649.2885235988747,0.0002885158358088325,3.212914799734048e-05,5.430514055914706e-05,23492828261.37392
error00018,1,0.01503369453655032,0.8694700003712825,0.0025188799237673477,6512.111588080824,0.00029518270004451287,4.935871255089513e-05,8.598986046586485e-05,13131368376.069918
error00018,2,0.020854515861206912,0.9025955904117082,0.0023888311906554533,14.754341542909346,0.00030281611674700125,3.472086345331487e-05,5.923842981853465e-05,29.07282041280263
error00018,3,0.02673016942511498,0.9325387666218318,0.002375268377011243,-6526.8652517988685,0.0003041893305111778,2.7064537578723866e-05,4.338425210265479e-05,13131368379.081978
