file_name,peak,A,x0,gamma,A_uncertainty,x0_uncertainty,gamma_uncertainty
error00001,1,0.01425392329155821,-0.07218624533628808,3.3165726052168116,0.0003298656153226356,0.07671323192446707,0.11710657706135158
error00001,2,0.03267522190428303,50.14431633600255,2.869422137924725,0.00035465196213030846,0.031127849462535467,0.04681959174059748
error00001,3,0.007575724734483189,99.92593691374566,3.5111155146687474,0.00032093139761033473,0.14848820212402344,0.22550212790231847
error00002,1,0.011739210257750838,0.19683665985134108,3.3577234676814616,0.0003297999872969394,0.09403499838036507,0.149185104783665
error00002,2,0.04155863567648992,39.61502967162132,3.53094189537504,0.00032160855909309655,0.027240268406985922,0.0431720270414475
error00002,3,0.0064943776784951125,80.19541970122803,3.5858400588716037,0.00031899863127968475,0.17565856019268697,0.28212269508783117
error00003,1,0.012544246859765126,0.03662439711701223,3.952702206957322,0.00035597703311527706,0.1109926344544383,0.19077906291334468
error00003,2,0.038860654382411576,29.92781460175145,3.902650561388159,0.0003592448322794449,0.035607061432119384,0.05897700411597342
error00003,3,0.00796459736803909,60.03689748984751,3.4675303668305375,0.0003797892665491951,0.163618646386613,0.2744224344246439
error00004,1,0.010226591942919822,0.05942414874535606,3.7183050276918057,0.000444507182360383,0.15868721764920823,0.27402374713812794
error00004,2,0.0388136524073469,19.88487052888964,3.8161953936807302,0.00044097035243758633,0.04250777007081893,0.07066302449040462
error00004,3,0.00824171543428168,40.059076692583766,3.56185816627018,0.00044999385519273736,0.1924408673376809,0.33869881477076613
error00011,1,0.0022524267570391576,-0.07165439724719545,3.9108620263722176,0.0003486004591848449,0.6040227273536745,0.9656601317981068
error00011,2,0.045661507627788346,40.10554184377386,3.3707676765794052,0.00037560033056654535,0.0276619905885492,0.042907701688877635
error00011,3,0.0029629885312204957,79.93626172091308,3.7917713861720292,0.0003548520549566918,0.4520884478110648,0.7094086637061229
error00012,1,0.007668974230409745,-0.04446421164960859,4.063361975941377,0.00031692821737989323,0.16718491118034587,0.2725887196099035
error00012,2,0.053347013705951914,40.086841073319576,3.887982952106353,0.0003240694206873029,0.023511644688122245,0.037576796125438086
error00012,3,0.010890393200800704,79.95589378907938,3.8448042579343285,0.00032576336237783083,0.11451477899501597,0.18527873993946756
error00013,1,0.004892228600120572,0.004627062433004971,2.5746710881258763,0.0003634246047171033,0.19100368810733592,0.29301063322120247
error00013,2,0.04101071876178629,39.991122856535945,2.8700423567827467,0.00034417694269031456,0.024058041295894228,0.03717188700602544
error00013,3,0.007076717392273912,80.00454142994042,2.9315617462158396,0.000340491428656807,0.14089951197190312,0.21934070038065842
error00014,1,0.004245901542861608,-0.19282202339520096,3.4977474635980568,0.000433756574225605,0.35689765715475125,0.5479674430530173
error00014,2,0.06234347447034378,40.34679308741958,3.752092035683183,0.0004191984453785315,0.02517805055868469,0.03850102525647549
error00014,3,0.006055491000776217,79.81381699830276,3.3886662068589817,0.00044062195227945633,0.2463102240954236,0.3776836871790505
error00015,1,0.0024030175685898535,-0.04507416728561929,2.9458980804770136,0.0004447661029034065,0.5447623887811346,0.8325863263743167
error00015,2,0.05713155964599022,40.06969709923594,3.053025452833896,0.000437080028360743,0.023328088280050126,0.035457880073491786
error00015,3,0.0031312192696207287,79.95790980162755,3.460511586108286,0.0004105438683597305,0.45315409293635966,0.6993437095061698
error00017,1,0.010827476265863414,-0.03004860413690936,2.9511960192637092,0.0002860222942381306,0.07778057006457537,0.12432874067854419
error00017,2,0.02869702664000672,40.05992624566989,2.774484614191083,0.00029481312708303447,0.02845554823291624,0.045095974852594416
error00017,3,0.019423695090031945,79.9699360134418,2.920109563167203,0.00028804315543502654,0.043131999495338,0.06819161199378024
error00018,1,0.015035976119964167,-0.6395218249148488,3.192012487570381,0.0002948605876682379,0.06242207569085032,0.10015154842062002
error00018,2,0.020855004734414696,41.34424492841093,3.0279276702632494,0.00030255437404557426,0.04383322600227386,0.069674884318822
error00018,3,0.02672883837951326,79.29457025870974,3.0105238514929447,0.00030367274098142076,0.034102244577697886,0.05416623782528087
