timestamp,transmission,reflection,volt_piezo,total_intensity
-0.01941258,0.00114114,-0.00400123,0.854435013899264,0.429193
-0.01940758,0.000501167,-0.00400123,0.8544875577449965,0.429193
-0.01940258,0.000501167,0.015198,0.854540101590729,0.416394
-0.01939758,0.000821155,0.0247977,0.8545926454364614,0.422793
-0.01939258,0.00018118,0.0055984,0.854645189282194,0.416394
-0.01938758,0.000821155,0.0247977,0.8546977331279264,0.416394
-0.01938258,-0.000138808,0.0183979,0.8547502769736589,0.416394
-0.01937758,0.000821155,-0.00400123,0.8548028208193914,0.422793
-0.01937258,0.00018118,0.00239853,0.8548553646651239,0.409994
-0.01936758,0.00114114,0.00879828,0.8549079085108564,0.422793
-0.01936258,-0.000138808,0.0247977,0.8549604523565889,0.416394
-0.01935758,0.000501167,-0.0296002,0.8550129962023214,0.422793
-0.01935258,0.000501167,-0.0296002,0.8550655400480538,0.416394
-0.01934758,-0.000138808,0.0311974,0.8551180838937863,0.416394
-0.01934258,0.00018118,-0.0200006,0.8551706277395188,0.416394
-0.01933758,-0.000138808,-0.00720111,0.8552231715852513,0.429193
-0.01933258,0.00018118,-0.010401,0.8552757154309838,0.429193
-0.01932758,0.000501167,-0.0200006,0.8553282592767163,0.416394
-0.01932258,0.000501167,-0.00720111,0.8553808031224488,0.422793
-0.01931758,0.000821155,-0.00720111,0.8554333469681812,0.416394
-0.01931258,0.00018118,-0.010401,0.8554858908139138,0.416394
-0.01930758,0.000821155,-0.010401,0.8555384346596462,0.416394
-0.01930258,0.000501167,0.0215978,0.8555909785053787,0.422793
-0.01929758,0.000821155,-0.00720111,0.8556435223511112,0.422793
-0.01929258,0.00018118,-0.000801352,0.8556960661968437,0.422793
-0.01928758,0.000821155,0.00239853,0.8557486100425762,0.422793
-0.01928258,0.000821155,-0.036,0.8558011538883086,0.416394
-0.01927758,0.000821155,0.0279975,0.8558536977340412,0.416394
-0.01927258,0.000501167,-0.0264004,0.8559062415797736,0.416394
-0.01926758,0.000501167,-0.036,0.8559587854255061,0.429193
-0.01926258,0.000821155,0.015198,0.8560113292712386,0.422793
-0.01925758,0.00018118,0.0375972,0.8560638731169711,0.422793
-0.01925258,0.000501167,0.015198,0.8561164169627036,0.416394
-0.01924758,0.00018118,-0.0168007,0.856168960808436,0.429193
-0.01924258,0.000821155,0.0247977,0.8562215046541686,0.416394
-0.01923758,-0.000138808,-0.0487995,0.856274048499901,0.416394
-0.01923258,0.00018118,-0.0136009,0.8563265923456335,0.416394
-0.01922758,0.000501167,-0.0200006,0.856379136191366,0.409994
-0.01922258,0.000501167,0.0119982,0.8564316800370985,0.422793
-0.01921758,0.000821155,0.0279975,0.856484223882831,0.422793
-0.01921258,-0.000138808,-0.0264004,0.8565367677285635,0.429193
-0.01920758,0.000821155,-0.0136009,0.856589311574296,0.409994
-0.01920258,-0.000458796,-0.000801352,0.8566418554200284,0.422793
-0.01919758,0.00114114,-0.0168007,0.8566943992657609,0.409994
-0.01919258,0.000501167,-0.0232005,0.8567469431114934,0.416394
-0.01918758,0.000821155,-0.0200006,0.8567994869572259,0.422793
-0.01918258,0.000821155,0.0055984,0.8568520308029584,0.409994
-0.01917758,0.00018118,-0.010401,0.8569045746486909,0.416394
-0.01917258,0.00018118,-0.010401,0.8569571184944234,0.422793
-0.01916758,0.000821155,0.0247977,0.8570096623401557,0.416394
-0.01916258,0.000821155,-0.0200006,0.8570622061858884,0.422793
-0.01915758,0.000821155,-0.0264004,0.8571147500316207,0.429193
-0.01915258,0.00018118,-0.000801352,0.8571672938773532,0.409994
-0.01914758,0.000501167,-0.0264004,0.8572198377230857,0.416394
-0.01914258,0.00018118,-0.00720111,0.8572723815688182,0.409994
-0.01913758,0.000501167,-0.0136009,0.8573249254145507,0.409994
-0.01913258,0.000501167,-0.000801352,0.8573774692602831,0.409994
-0.01912758,0.000501167,-0.00400123,0.8574300131060156,0.416394
-0.01912258,0.000821155,0.0311974,0.8574825569517481,0.409994
-0.01911758,0.000501167,0.015198,0.8575351007974806,0.422793
-0.01911258,0.000501167,0.00879828,0.8575876446432131,0.422793
-0.01910758,-0.000778784,0.015198,0.8576401884889456,0.422793
-0.01910258,0.000501167,-0.0136009,0.8576927323346781,0.416394
-0.01909758,0.00114114,-0.0264004,0.8577452761804105,0.422793
-0.01909258,0.00018118,-0.00400123,0.857797820026143,0.403594
-0.01908758,0.00018118,-0.000801352,0.8578503638718755,0.416394
-0.01908258,0.000501167,0.0247977,0.857902907717608,0.416394
-0.01907758,0.00018118,-0.010401,0.8579554515633405,0.422793
-0.01907258,0.00018118,-0.000801352,0.858007995409073,0.409994
-0.01906758,0.000821155,0.0247977,0.8580605392548055,0.416394
-0.01906258,0.00018118,-0.00720111,0.858113083100538,0.409994
-0.01905758,0.000821155,0.0503967,0.8581656269462704,0.416394
-0.01905258,-0.000458796,0.0247977,0.8582181707920029,0.422793
-0.01904758,0.000501167,-0.0200006,0.8582707146377354,0.409994
-0.01904258,0.000501167,0.00879828,0.8583232584834679,0.422793
-0.01903758,0.000501167,0.0215978,0.8583758023292004,0.409994
