timestamp,transmission,reflection,volt_piezo,total_intensity,frequencies
-0.005897383,0.00238124,-0.00420233,0.850032934462671,0.334779,-25.27420159571284
-0.005892383,0.00110129,-0.00100246,0.8500825426627274,0.360378,-25.211327659400922
-0.005887383,0.00110129,-0.00100246,0.8501321508627837,0.347578,-25.148453723089006
-0.005882383,0.00142128,0.00219742,0.85018175906284,0.341178,-25.085579786777316
-0.005877383,-0.000178661,0.0053973,0.8502313672628963,0.353978,-25.0227058504654
-0.005872383,0.00110129,0.0053973,0.8502809754629526,0.341178,-24.95983191415371
-0.005867383,0.000461315,-0.00740221,0.8503305836630088,0.341178,-24.896957977841794
-0.005862383,0.00174127,-0.00420233,0.8503801918630652,0.347578,-24.834084041529877
-0.005857383,0.00142128,-0.00740221,0.8504298000631215,0.347578,-24.77121010521796
-0.005852383,0.00142128,-0.00420233,0.8504794082631778,0.347578,-24.70833616890627
-0.005847383,0.00142128,-0.0106021,0.8505290164632341,0.353978,-24.645462232594355
-0.005842383,0.000461315,-0.00420233,0.8505786246632904,0.341178,-24.582588296282665
-0.005837383,0.00206125,-0.013802,0.8506282328633467,0.334779,-24.51971435997075
-0.005832383,0.000781302,0.0053973,0.850677841063403,0.366777,-24.456840423658832
-0.005827383,0.00110129,-0.00100246,0.8507274492634593,0.373177,-24.393966487346916
-0.005822383,0.00110129,-0.00420233,0.8507770574635156,0.341178,-24.331092551035226
-0.005817383,0.00238124,-0.00740221,0.8508266656635719,0.360378,-24.26821861472331
-0.005812383,0.00110129,0.00219742,0.8508762738636282,0.353978,-24.20534467841162
-0.005807383,0.000781302,-0.013802,0.8509258820636845,0.341178,-24.142470742099704
-0.005802383,0.00110129,-0.00100246,0.8509754902637409,0.360378,-24.079596805787787
-0.005797383,0.00110129,0.00219742,0.8510250984637971,0.353978,-24.01672286947587
-0.005792383,0.00142128,-0.00740221,0.8510747066638534,0.334779,-23.95384893316418
-0.005787383,0.000461315,0.0053973,0.8511243148639097,0.353978,-23.890974996852265
-0.005782383,0.00142128,-0.00420233,0.851173923063966,0.341178,-23.828101060540575
-0.005777383,0.00110129,-0.00100246,0.8512235312640224,0.347578,-23.76522712422866
-0.005772383,0.000781302,-0.013802,0.8512731394640787,0.360378,-23.702353187916742
-0.005767383,0.00142128,0.0149969,0.851322747664135,0.353978,-23.639479251604826
-0.005762383,0.00206125,-0.00420233,0.8513723558641912,0.341178,-23.576605315293136
-0.005757383,0.00206125,-0.00420233,0.8514219640642475,0.360378,-23.51373137898122
-0.005752383,0.00142128,0.00219742,0.8514715722643038,0.347578,-23.45085744266953
-0.005747383,0.00206125,0.0213967,0.8515211804643602,0.353978,-23.387983506357614
-0.005742383,0.00174127,0.00859717,0.8515707886644165,0.347578,-23.325109570045697
-0.005737383,0.000781302,0.0053973,0.8516203968644728,0.353978,-23.26223563373378
-0.005732383,0.00110129,-0.00740221,0.8516700050645291,0.353978,-23.19936169742209
-0.005727383,0.00174127,-0.0106021,0.8517196132645853,0.366777,-23.136487761110175
